# TBLASTN 2.2.31+
# Query: EOG0926004Z
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 23 hits found
EOG0926004Z	scaffold_4	62.38	1300	306	17	397	1515	361321	357428	0.0	1430
EOG0926004Z	scaffold_4	68.75	240	64	5	2505	2733	349897	349178	3e-86	316
EOG0926004Z	scaffold_4	45.62	434	117	10	30	344	362869	361568	1e-66	251
EOG0926004Z	scaffold_4	62.02	129	39	3	1476	1600	357265	356897	6e-40	163
EOG0926004Z	scaffold_4	43.44	244	99	6	1858	2062	353806	353075	3e-26	118
EOG0926004Z	scaffold_4	42.47	146	74	5	1459	1599	360511	360089	2e-21	102
EOG0926004Z	scaffold_4	31.07	206	83	5	1454	1600	359671	359054	6e-17	87.0
EOG0926004Z	scaffold_4	38.10	126	74	2	1460	1585	358516	358151	8e-16	83.6
EOG0926004Z	scaffold_4	46.15	104	38	2	2094	2179	352819	352508	2e-15	82.4
EOG0926004Z	scaffold_4	26.48	219	140	6	641	843	362812	362171	3e-11	68.2
EOG0926004Z	scaffold_4	33.33	150	91	6	1171	1314	362875	362435	5e-11	67.8
EOG0926004Z	scaffold_4	38.61	101	56	2	32	126	358567	358265	1e-10	66.2
EOG0926004Z	scaffold_4	38.64	88	51	2	41	126	360520	360260	1e-10	66.2
EOG0926004Z	scaffold_4	40.82	98	49	3	977	1069	357166	356885	2e-10	65.5
EOG0926004Z	scaffold_4	45.35	86	46	1	894	978	361858	361601	3e-10	65.1
EOG0926004Z	scaffold_4	34.00	100	55	2	1244	1337	357169	356885	4e-10	64.7
EOG0926004Z	scaffold_4	40.00	110	53	4	684	785	357199	356885	2e-09	62.4
EOG0926004Z	scaffold_4	34.78	92	54	2	1515	1600	361315	361040	2e-09	62.0
EOG0926004Z	scaffold_4	36.46	96	51	3	399	488	357166	356891	4e-09	61.2
EOG0926004Z	scaffold_4	33.33	129	79	4	1455	1581	362827	362456	4e-09	61.2
EOG0926004Z	scaffold_4	29.73	148	82	4	909	1050	362827	362432	3e-08	58.2
EOG0926004Z	scaffold_4	46.43	56	30	0	1184	1239	361816	361649	9e-07	53.5
EOG0926004Z	scaffold_4	41.82	55	32	0	1454	1508	361816	361652	1e-06	52.8
# TBLASTN 2.2.31+
# Query: EOG09260075
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG09260075	scaffold_4	43.55	1396	537	34	1178	2324	58415	54234	0.0	934
EOG09260075	scaffold_4	39.60	798	303	19	4	622	63500	61107	6e-120	426
EOG09260075	scaffold_4	39.94	358	132	10	662	936	60821	59748	2e-43	174
EOG09260075	scaffold_4	31.56	225	83	6	973	1126	59450	58776	3e-17	87.8
# TBLASTN 2.2.31+
# Query: EOG0926009O
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
EOG0926009O	scaffold_7	43.18	785	373	17	1344	2062	53355	51022	4e-152	528
EOG0926009O	scaffold_7	34.37	387	204	5	1699	2062	511683	512762	5e-61	232
EOG0926009O	scaffold_9	36.13	382	201	8	1722	2062	565675	566814	2e-53	207
EOG0926009O	scaffold_10	34.46	383	206	9	1722	2062	57081	55942	2e-51	200
EOG0926009O	scaffold_4	26.09	299	145	14	1720	1995	619266	620003	3e-15	80.9
EOG0926009O	scaffold_12	24.37	316	181	8	1722	1991	312874	313785	9e-12	69.7
# TBLASTN 2.2.31+
# Query: EOG092600NM
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EOG092600NM	scaffold_12	71.17	1925	410	21	250	2030	435528	429757	0.0	2736
EOG092600NM	scaffold_12	67.29	266	70	3	1	249	436554	435757	3e-88	321
# TBLASTN 2.2.31+
# Query: EOG092600S9
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG092600S9	scaffold_7	42.22	990	400	23	701	1518	231431	234400	0.0	620
EOG092600S9	scaffold_7	47.88	236	79	8	1	192	227678	228385	1e-47	187
EOG092600S9	scaffold_7	31.58	342	128	12	373	608	229958	230983	4e-27	119
EOG092600S9	scaffold_7	45.65	46	15	1	308	343	229535	229672	3e-05	47.8
# TBLASTN 2.2.31+
# Query: EOG092600SD
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 9 hits found
EOG092600SD	scaffold_7	45.77	461	193	9	832	1237	511320	512696	1e-95	340
EOG092600SD	scaffold_7	39.07	302	154	5	935	1211	52173	51283	7e-51	196
EOG092600SD	scaffold_7	31.82	440	180	13	227	548	508797	510110	4e-38	155
EOG092600SD	scaffold_7	42.65	68	24	2	48	100	507693	507896	1e-06	51.6
EOG092600SD	scaffold_10	37.98	287	133	5	964	1213	57090	56254	6e-51	197
EOG092600SD	scaffold_9	38.14	291	134	6	960	1212	565651	566499	9e-51	196
EOG092600SD	scaffold_8	28.00	250	157	10	995	1231	143246	143965	4e-14	76.6
EOG092600SD	scaffold_4	26.00	250	151	9	963	1204	619290	619961	1e-13	74.7
EOG092600SD	scaffold_4	29.14	175	103	6	1001	1173	738927	738460	6e-11	66.2
# TBLASTN 2.2.31+
# Query: EOG092600SK
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
EOG092600SK	scaffold_14	47.25	400	157	7	169	514	281806	283005	1e-69	256
EOG092600SK	scaffold_14	34.50	655	232	18	751	1208	284362	286326	2e-60	227
EOG092600SK	scaffold_14	41.15	192	90	3	536	704	283348	283923	2e-27	120
# TBLASTN 2.2.31+
# Query: EOG092600T4
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
EOG092600T4	scaffold_8	70.22	1088	234	11	2	999	661287	658024	0.0	1498
EOG092600T4	scaffold_8	69.62	902	150	19	1034	1811	657666	654961	0.0	1159
EOG092600T4	scaffold_6	54.98	1075	407	10	2	999	683695	680471	0.0	1165
EOG092600T4	scaffold_6	55.91	889	279	19	1038	1813	680119	677453	0.0	884
EOG092600T4	scaffold_7	31.72	495	272	9	31	518	640300	638993	3e-59	226
EOG092600T4	scaffold_7	32.34	504	272	15	29	519	662184	660841	1e-56	217
EOG092600T4	scaffold_3	32.80	503	271	14	29	519	385256	386599	6e-52	202
EOG092600T4	scaffold_9	21.81	188	129	3	198	375	169021	168482	8e-05	46.2
# TBLASTN 2.2.31+
# Query: EOG092600T9
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EOG092600T9	scaffold_1	67.35	1473	295	29	1	1287	155401	150983	0.0	1876
EOG092600T9	scaffold_1	63.10	496	120	7	1305	1737	150730	149243	0.0	644
# TBLASTN 2.2.31+
# Query: EOG092600W1
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
EOG092600W1	scaffold_8	68.41	1187	257	11	3	1071	148336	151896	0.0	1493
EOG092600W1	scaffold_8	46.55	348	105	8	1253	1519	153043	154086	3e-84	306
EOG092600W1	scaffold_8	34.59	185	60	8	1097	1220	152170	152724	1e-20	98.6
# TBLASTN 2.2.31+
# Query: EOG092600X0
# Database: ./tmp/s.cerevisiae_s288c_xxx_2361545640
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 14 hits found
EOG092600X0	scaffold_15	61.44	306	90	4	700	977	190364	191281	1e-103	359
EOG092600X0	scaffold_15	50.00	268	100	6	102	335	186998	187801	8e-65	239
EOG092600X0	scaffold_15	39.82	334	123	10	362	617	187994	188995	3e-53	202
