scaffold_2_1 200 363
scaffold_2_1 472 3157

scaffold_2_2 200 5194

scaffold_6_1 200 2062

scaffold_6_2 200 2089

scaffold_6_3 200 4003

scaffold_6_4 200 4213

scaffold_6_5 200 736
scaffold_6_5 1010 1432

scaffold_6_6 200 1483

scaffold_2_3 200 928

scaffold_2_4 200 1435

scaffold_2_5 200 1570

scaffold_2_6 200 1072

scaffold_2_7 200 901

scaffold_2_8 200 3496
scaffold_2_8 3562 3600

scaffold_2_9 200 4297

scaffold_2_10 200 3076

scaffold_7_1 200 4198

scaffold_1_1 200 889

scaffold_7_2 200 4564

scaffold_6_7 200 1423

scaffold_7_3 200 1294

scaffold_7_4 200 1093

scaffold_7_5 200 3094

scaffold_9_1 200 484

scaffold_6_8 200 1144

scaffold_7_6 200 1288

scaffold_7_7 200 3934

scaffold_6_9 200 514

scaffold_3_1 200 2971

scaffold_3_2 200 2323

scaffold_4_1 200 1384

scaffold_2_11 200 910

scaffold_4_2 200 1237

scaffold_4_3 200 2296

scaffold_4_4 200 817

scaffold_4_5 200 1159

scaffold_3_3 200 1517
scaffold_3_3 1986 3305
scaffold_3_3 3369 5089

scaffold_3_4 200 2266

scaffold_3_5 200 3052

scaffold_3_6 200 2017

scaffold_3_7 200 1369

scaffold_3_8 200 887
scaffold_3_8 1216 1287
scaffold_3_8 1338 1405

scaffold_3_9 200 4555

scaffold_3_10 200 1741

scaffold_6_10 200 661

scaffold_9_2 200 916

scaffold_2_12 200 1060

scaffold_1_2 200 772

scaffold_1_3 200 1237

scaffold_4_6 200 2956

scaffold_4_7 200 3031

scaffold_4_8 200 2206

scaffold_4_9 200 1576

scaffold_4_10 200 2742

scaffold_4_11 200 2494

scaffold_4_12 200 1333

scaffold_4_13 200 2152

scaffold_4_14 200 410
scaffold_4_14 701 1728

scaffold_4_15 200 1234

scaffold_12_1 200 1642

scaffold_6_11 200 826

scaffold_5_1 200 250
scaffold_5_1 384 875

scaffold_5_2 200 506
scaffold_5_2 612 2446

scaffold_5_3 200 937

scaffold_5_4 200 1327

scaffold_5_5 200 1324

scaffold_5_6 200 1234

scaffold_5_7 200 1588

scaffold_5_8 200 901

scaffold_5_9 200 3886

scaffold_5_10 200 769

scaffold_9_3 200 847

scaffold_11_1 200 1090

scaffold_9_4 200 1888

scaffold_9_5 200 1255

scaffold_9_6 200 4273

scaffold_9_7 200 712

scaffold_10_1 200 1786

scaffold_10_2 200 874

scaffold_10_3 200 703

scaffold_10_4 200 1750

scaffold_10_5 200 1525

scaffold_10_6 200 568

scaffold_10_7 200 661

scaffold_10_8 200 1279

scaffold_10_9 200 1378

scaffold_10_10 200 2845

scaffold_12_2 200 1081

scaffold_13_1 200 3370

scaffold_13_2 200 2035

scaffold_11_2 200 922

scaffold_13_3 200 3652

scaffold_13_4 200 207
scaffold_13_4 608 1838

scaffold_13_5 200 1156

scaffold_7_8 200 2413

scaffold_6_12 200 465
scaffold_6_12 1177 1202
scaffold_6_12 1319 3792

scaffold_11_3 200 1273

scaffold_1_4 200 3235

scaffold_11_4 200 985

scaffold_11_5 200 589

scaffold_11_6 200 1702

scaffold_11_7 200 1864

scaffold_11_8 200 219
scaffold_11_8 278 1901

scaffold_11_9 200 1723

scaffold_2_13 200 465
scaffold_2_13 884 1203
scaffold_2_13 1955 5679
scaffold_2_13 5765 5791

scaffold_11_10 200 4225

scaffold_11_11 200 817

scaffold_11_12 200 4375

scaffold_11_13 200 241
scaffold_11_13 713 1084

scaffold_2_14 200 655

scaffold_12_3 200 1363

scaffold_3_11 200 772

scaffold_3_12 200 1066

scaffold_6_13 200 1303

scaffold_3_13 200 1309

scaffold_3_14 200 1876

scaffold_3_15 200 1354

scaffold_3_16 200 3214

scaffold_3_17 200 2950
scaffold_3_17 3714 3842

scaffold_3_18 200 2932

scaffold_3_19 200 256
scaffold_3_19 315 1127

scaffold_1_5 200 721

scaffold_13_6 200 3037

scaffold_12_4 200 2344

scaffold_16_1 200 1339

scaffold_7_9 200 1072

scaffold_1_6 200 799

scaffold_1_7 200 1846

scaffold_1_8 200 3121

scaffold_1_9 200 1078

scaffold_1_10 200 1447

