scaffold_8_1 200 1951

scaffold_8_2 200 715

scaffold_16_1 200 1279

scaffold_16_2 200 4954

scaffold_16_3 200 919

scaffold_16_4 200 2213
scaffold_16_4 2260 2294

scaffold_16_5 200 1693

scaffold_16_6 200 1219

scaffold_8_3 200 1543

scaffold_8_4 200 3316

scaffold_8_5 200 814

scaffold_8_6 200 2239

scaffold_8_7 200 1150

scaffold_8_8 200 2278

scaffold_8_9 200 2371
scaffold_8_9 3398 3470
scaffold_8_9 3825 3839
scaffold_8_9 4146 5318
scaffold_8_9 5370 5494

scaffold_8_10 200 2251

scaffold_12_1 200 1339

scaffold_1_1 200 1852

scaffold_12_2 200 1426

scaffold_9_1 200 2068

scaffold_12_3 200 2512

scaffold_12_4 200 790

scaffold_12_5 200 5251

scaffold_9_2 200 1087

scaffold_9_3 200 1006

scaffold_12_6 200 457

scaffold_11_1 200 2731

scaffold_9_4 200 1141

scaffold_6_1 200 772

scaffold_6_2 200 256
scaffold_6_2 315 1127

scaffold_2_1 200 3205

scaffold_2_2 200 1426

scaffold_2_3 200 1303

scaffold_2_4 200 1855

scaffold_2_5 200 562

scaffold_2_6 200 2509

scaffold_6_3 200 3253

scaffold_6_4 200 2377

scaffold_6_5 200 5161

scaffold_6_6 200 3307

scaffold_6_7 200 1279

scaffold_6_8 200 2617

scaffold_6_9 200 1579

scaffold_6_10 200 1066

scaffold_9_5 200 2032

scaffold_9_6 200 1591

scaffold_8_11 200 703

scaffold_1_2 200 739

scaffold_1_3 200 4564

scaffold_2_7 200 640

scaffold_2_8 200 886

scaffold_2_9 200 1016
scaffold_2_9 1090 2087

scaffold_2_10 200 2230

scaffold_2_11 200 1456

scaffold_2_12 200 1114

scaffold_2_13 200 1210

scaffold_2_14 200 1453

scaffold_2_15 200 1027

scaffold_2_16 200 1060

scaffold_7_1 200 1590
scaffold_7_1 1921 2328
scaffold_7_1 2380 4978

scaffold_16_7 200 1183

scaffold_4_1 200 1822

scaffold_4_2 200 3751

scaffold_4_3 200 1021

scaffold_4_4 200 745

scaffold_4_5 200 202
scaffold_4_5 249 1409

scaffold_4_6 200 2764

scaffold_4_7 200 1720

scaffold_4_8 200 1954

scaffold_4_9 200 216
scaffold_4_9 317 1658

scaffold_4_10 200 826

scaffold_7_2 200 1837

scaffold_3_1 200 736
