# TBLASTN 2.2.31+
# Query: EOG0926004Z
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 22 hits found
EOG0926004Z	scaffold_5	62.85	1300	300	18	397	1515	344013	340120	0.0	1432
EOG0926004Z	scaffold_5	68.60	242	65	5	2503	2733	332619	331894	6e-86	315
EOG0926004Z	scaffold_5	45.62	434	117	9	30	344	345561	344260	1e-65	248
EOG0926004Z	scaffold_5	81.52	92	13	1	1513	1600	339864	339589	3e-40	164
EOG0926004Z	scaffold_5	44.08	245	98	6	1858	2063	336498	335764	3e-27	121
EOG0926004Z	scaffold_5	43.15	146	73	5	1459	1599	343203	342781	1e-21	102
EOG0926004Z	scaffold_5	26.03	411	206	16	909	1239	345519	344341	6e-16	84.0
EOG0926004Z	scaffold_5	38.10	126	74	2	1460	1585	341208	340843	9e-16	83.2
EOG0926004Z	scaffold_5	43.27	104	41	2	2094	2179	335511	335200	6e-14	77.4
EOG0926004Z	scaffold_5	28.64	206	88	5	1454	1600	342363	341746	1e-13	75.9
EOG0926004Z	scaffold_5	29.89	184	117	7	1171	1345	345567	345025	2e-11	68.6
EOG0926004Z	scaffold_5	26.03	219	141	6	641	843	345504	344863	6e-11	67.0
EOG0926004Z	scaffold_5	38.64	88	51	2	41	126	343212	342952	1e-10	66.2
EOG0926004Z	scaffold_5	38.61	101	56	2	32	126	341259	340957	1e-10	66.2
EOG0926004Z	scaffold_5	40.82	98	49	3	977	1069	339858	339577	2e-10	65.9
EOG0926004Z	scaffold_5	41.94	93	53	1	887	978	344571	344293	2e-10	65.5
EOG0926004Z	scaffold_5	38.04	92	51	3	1515	1600	344007	343732	3e-10	65.1
EOG0926004Z	scaffold_5	34.34	99	54	2	1245	1337	339858	339577	4e-10	64.3
EOG0926004Z	scaffold_5	43.16	95	43	3	697	785	339846	339577	2e-09	62.0
EOG0926004Z	scaffold_5	34.11	129	78	4	1455	1581	345519	345148	2e-09	62.0
EOG0926004Z	scaffold_5	36.46	96	51	3	399	488	339858	339583	4e-09	61.2
EOG0926004Z	scaffold_5	38.18	55	34	0	1454	1508	344508	344344	9e-06	50.1
# TBLASTN 2.2.31+
# Query: EOG09260075
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG09260075	scaffold_5	43.30	1395	541	34	1178	2324	47380	43202	0.0	927
EOG09260075	scaffold_5	40.10	798	299	18	4	622	52468	50075	1e-122	434
EOG09260075	scaffold_5	39.94	358	132	10	662	936	49786	48713	6e-43	172
EOG09260075	scaffold_5	30.22	225	86	6	973	1126	48415	47741	3e-16	84.3
# TBLASTN 2.2.31+
# Query: EOG0926009O
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
EOG0926009O	scaffold_7	43.13	786	373	17	1344	2062	43131	40795	2e-150	523
EOG0926009O	scaffold_7	34.88	387	202	5	1699	2062	490602	491681	2e-61	233
EOG0926009O	scaffold_9	35.86	382	202	8	1722	2062	542492	543631	3e-53	206
EOG0926009O	scaffold_10	34.99	383	204	9	1722	2062	40787	39648	3e-52	203
EOG0926009O	scaffold_5	25.72	311	170	12	1695	1995	568853	569632	3e-15	80.9
EOG0926009O	scaffold_12	25.32	316	178	8	1722	1991	315657	316568	2e-13	75.1
# TBLASTN 2.2.31+
# Query: EOG092600NM
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EOG092600NM	scaffold_12	70.52	1930	424	21	245	2030	440472	434686	0.0	2733
EOG092600NM	scaffold_12	68.05	266	68	3	1	249	441483	440686	2e-89	325
# TBLASTN 2.2.31+
# Query: EOG092600S9
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG092600S9	scaffold_7	45.96	668	268	14	946	1520	218802	220805	5e-147	506
EOG092600S9	scaffold_7	47.46	236	80	8	1	192	214053	214760	6e-47	185
EOG092600S9	scaffold_7	44.62	260	105	7	701	921	217830	218609	5e-38	155
EOG092600S9	scaffold_7	28.00	350	138	10	373	608	216333	217382	3e-23	107
EOG092600S9	scaffold_7	43.48	46	16	1	308	343	215910	216047	3e-05	47.8
# TBLASTN 2.2.31+
# Query: EOG092600SD
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
EOG092600SD	scaffold_7	45.77	461	193	9	832	1237	490239	491615	8e-96	340
EOG092600SD	scaffold_7	39.07	302	154	6	935	1211	41949	41059	3e-51	198
EOG092600SD	scaffold_7	32.50	440	177	13	227	548	487716	489029	3e-38	155
EOG092600SD	scaffold_7	41.18	68	25	2	48	100	486612	486815	1e-05	48.5
EOG092600SD	scaffold_10	38.33	287	132	5	964	1213	40796	39960	1e-51	199
EOG092600SD	scaffold_9	37.29	303	143	6	947	1212	542438	543316	2e-51	198
EOG092600SD	scaffold_8	27.71	249	159	9	995	1231	130262	130981	4e-14	76.3
EOG092600SD	scaffold_5	26.00	250	151	9	963	1204	568919	569590	1e-13	74.7
EOG092600SD	scaffold_5	27.60	192	118	6	1001	1190	682441	681923	4e-11	66.6
EOG092600SD	scaffold_12	20.28	281	169	6	984	1209	315711	316553	8e-08	55.5
# TBLASTN 2.2.31+
# Query: EOG092600SK
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG092600SK	scaffold_14	47.48	337	136	6	219	514	272623	273633	7e-69	254
EOG092600SK	scaffold_14	37.88	330	116	8	968	1208	276034	277023	2e-45	179
EOG092600SK	scaffold_14	40.62	192	91	3	536	704	273985	274560	1e-26	117
EOG092600SK	scaffold_14	37.50	264	87	8	751	936	275059	275850	1e-16	84.7
# TBLASTN 2.2.31+
# Query: EOG092600T4
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
EOG092600T4	scaffold_8	69.85	1088	238	11	2	999	640367	637104	0.0	1493
EOG092600T4	scaffold_8	70.19	889	152	18	1036	1811	636707	634041	0.0	1156
EOG092600T4	scaffold_2	62.65	830	288	6	2	809	900916	898427	0.0	1098
EOG092600T4	scaffold_2	56.17	892	276	19	1036	1813	897346	894674	0.0	893
EOG092600T4	scaffold_7	31.93	498	273	9	31	521	620225	618909	1e-59	227
EOG092600T4	scaffold_7	32.68	508	265	16	29	519	643426	642083	9e-59	224
EOG092600T4	scaffold_3	33.27	505	266	14	29	519	380840	382183	4e-55	212
EOG092600T4	scaffold_9	21.81	188	129	3	198	375	155264	154725	1e-04	46.2
# TBLASTN 2.2.31+
# Query: EOG092600T9
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EOG092600T9	scaffold_2	67.48	1473	293	29	1	1287	183991	179573	0.0	1861
EOG092600T9	scaffold_2	64.11	496	115	7	1305	1737	179320	177833	0.0	650
# TBLASTN 2.2.31+
# Query: EOG092600W1
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
EOG092600W1	scaffold_8	70.03	1161	248	10	3	1063	135354	138836	0.0	1498
EOG092600W1	scaffold_8	46.55	348	105	8	1253	1519	140061	141104	8e-86	312
EOG092600W1	scaffold_8	33.51	185	62	8	1097	1220	139188	139742	1e-19	95.5
# TBLASTN 2.2.31+
# Query: EOG092600X0
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 14 hits found
EOG092600X0	scaffold_15	60.46	306	93	4	700	977	193321	194238	3e-101	352
EOG092600X0	scaffold_15	47.06	340	120	9	46	335	189727	190716	6e-64	236
EOG092600X0	scaffold_15	40.42	334	121	10	362	617	190909	191910	1e-54	206
EOG092600X0	scaffold_15	68.25	63	14	1	1	57	188044	188232	5e-23	105
EOG092600X0	scaffold_15	57.33	75	28	1	656	726	192856	193080	1e-18	90.9
EOG092600X0	scaffold_9	33.33	216	129	6	103	303	397071	397718	3e-21	99.4
EOG092600X0	scaffold_9	26.34	186	121	4	108	278	192062	192616	3e-06	50.1
EOG092600X0	scaffold_1	57.89	38	16	0	6	43	831564	831451	2e-09	60.8
EOG092600X0	scaffold_1	27.93	179	99	5	781	938	636978	637487	1e-05	48.1
EOG092600X0	scaffold_1	42.00	50	25	1	6	51	849163	849014	9e-05	45.1
EOG092600X0	scaffold_3	50.00	38	19	0	2	39	442858	442745	2e-07	54.3
EOG092600X0	scaffold_8	44.00	50	21	2	15	57	616301	616450	1e-05	48.1
EOG092600X0	scaffold_13	23.08	182	129	2	108	278	63838	64383	1e-05	48.1
EOG092600X0	scaffold_2	29.17	120	73	4	90	199	229111	229464	4e-05	46.2
# TBLASTN 2.2.31+
# Query: EOG092600XJ
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG092600XJ	scaffold_3	46.26	722	280	14	483	1096	892838	895003	4e-138	469
EOG092600XJ	scaffold_3	53.56	239	60	5	76	263	890974	891690	2e-56	215
EOG092600XJ	scaffold_3	44.37	151	62	3	334	462	892100	892552	2e-18	90.9
EOG092600XJ	scaffold_3	34.43	61	40	0	58	118	893270	893452	9e-05	45.4
# TBLASTN 2.2.31+
# Query: EOG092601KZ
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
EOG092601KZ	scaffold_6	57.53	1029	240	19	1	832	227408	230494	0.0	1037
EOG092601KZ	scaffold_8	36.00	75	48	0	549	623	171130	171354	8e-06	48.1
EOG092601KZ	scaffold_3	35.42	96	53	3	547	636	805966	805688	5e-05	45.8
# TBLASTN 2.2.31+
# Query: EOG092601YK
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG092601YK	scaffold_13	47.38	783	281	22	883	1539	88745	86412	5e-146	500
EOG092601YK	scaffold_13	37.97	640	226	18	392	861	90824	88908	7e-99	353
EOG092601YK	scaffold_13	55.73	253	73	7	96	309	92117	91359	2e-56	215
EOG092601YK	scaffold_13	67.57	74	20	1	3	72	92702	92481	4e-25	113
# TBLASTN 2.2.31+
# Query: EOG0926025H
# Database: ./tmp/s.arboricola_h6_xxx_916416112
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EOG0926025H	scaffold_10	34.08	314	131	9	35	272	402168	401227	2e-24	108
EOG0926025H	scaffold_10	42.53	87	30	3	382	448	400677	400417	6e-09	57.8
# TBLASTN 2.2.31+
# Query: EOG09260274
# Database: ./tmp/s.arboricola_h6_xxx_916416112
