EOG09263OXI	scaffold_6	417612	428460
EOG09263OXI	scaffold_14	168424	179260
EOG09261W3X	scaffold_17	174583	186034
EOG09261W3X	scaffold_10	45354	56805
EOG09261G1Y	scaffold_3	789479	801509
EOG09261G1Y	scaffold_2	597987	610005
EOG09261JCQ	scaffold_20	10833	21996
EOG09261JCQ	scaffold_5	501508	512269
EOG09263A5D	scaffold_1	707921	718799
EOG09263A5D	scaffold_3	588972	599856
EOG09263A5D	scaffold_15	144283	187680
EOG09261C0G	scaffold_21	124684	136813
EOG09260S5R	scaffold_7	387471	398838
EOG09262I5I	scaffold_5	470643	482148
EOG09265SHL	scaffold_20	157204	167407
EOG09265SHL	scaffold_5	254100	264303
EOG09262OJ4	scaffold_29	46441	57853
EOG09262ZZ8	scaffold_20	79313	89921
EOG09261TPN	scaffold_13	224034	235386
EOG09262V9N	scaffold_9	40238	50885
EOG09265BJ3	scaffold_1	598924	609385
EOG092644X6	scaffold_2	133437	143997
EOG092644X6	scaffold_20	30376	40876
EOG09261OLD	scaffold_7	29524	40930
EOG09260Y2Q	scaffold_3	151240	162091
EOG09262MJW	scaffold_4	664064	675224
EOG09264PK5	scaffold_6	37962	48450
EOG09264XYD	scaffold_2	500017	510436
EOG09260289	scaffold_16	189735	202434
EOG0926300R	scaffold_17	116880	127803
EOG09263Z8I	scaffold_9	89352	99972
EOG09265BTC	scaffold_17	146661	156936
EOG09265BTC	scaffold_10	94405	104680
EOG09265BTC	scaffold_5	428196	438429
EOG092620V3	scaffold_15	217129	227908
EOG092614E6	scaffold_13	205848	217470
EOG092614E6	scaffold_3	763013	774569
EOG092614E6	scaffold_21	8395	20017
EOG09260JED	scaffold_10	351268	364105
EOG09264CA0	scaffold_7	248950	259282
EOG092619L1	scaffold_2	416515	475529
EOG09264F60	scaffold_5	233487	243843
EOG09264F60	scaffold_18	220694	231047
EOG09261ZXZ	scaffold_6	524873	535532
EOG092629WJ	scaffold_12	139658	151148
EOG0926419M	scaffold_3	584663	595313
EOG09264LC7	scaffold_6	197013	207570
EOG09263UCR	scaffold_27	20584	31441
EOG09263YBT	scaffold_4	342365	353216
EOG09264FYY	scaffold_23	125858	136340
EOG09260274	scaffold_2	729303	743910
EOG09264L0C	scaffold_2	474616	485221
EOG09264L0C	scaffold_12	187187	197792
EOG09260GR8	scaffold_12	215308	226954
EOG092616QN	scaffold_2	858235	870262
EOG092634M1	scaffold_17	232203	242985
EOG092648Q0	scaffold_12	262179	272778
EOG09263Q7N	scaffold_13	313854	324630
EOG092624X0	scaffold_2	84000	95481
EOG09263CG4	scaffold_16	17607	28524
EOG09261VUC	scaffold_6	4268	16007
EOG09260EPQ	scaffold_1	109260	121545
EOG09260EPS	scaffold_33	47420	58544
EOG09264Z3D	scaffold_3	659634	669954
EOG092618J9	scaffold_3	756748	767509
EOG09261Q18	scaffold_3	530808	542322
EOG09262D4G	scaffold_12	131900	142196
EOG09263KRO	scaffold_1	765553	776407
EOG09263AZP	scaffold_3	490480	501688
EOG092641K1	scaffold_23	4218	54980
EOG092641K1	scaffold_4	131823	142323
EOG09265I60	scaffold_4	376855	387232
EOG09264FOM	scaffold_5	664268	674825
EOG09264FOM	scaffold_1	322728	333189
EOG09264FOM	scaffold_19	55091	82265
EOG09262QRH	scaffold_3	457465	468223
EOG09262QRH	scaffold_12	166119	176676
EOG09261UOJ	scaffold_9	290349	301596
EOG092658WY	scaffold_4	700895	711386
EOG09263JFQ	scaffold_5	478381	488800
EOG09263KVG	scaffold_2	350759	361583
EOG092658WS	scaffold_15	148931	159137
EOG09264G1F	scaffold_14	78362	88934
EOG09263FR7	scaffold_4	514118	524492
EOG0926577T	scaffold_14	93329	103625
EOG09264S4C	scaffold_10	203175	213591
EOG092631UM	scaffold_4	657274	668281
EOG09263483	scaffold_15	256458	267255
EOG09264KO7	scaffold_13	242263	252568
EOG092619EA	scaffold_1	952761	964374
EOG092655IF	scaffold_13	192897	203253
EOG09261V9P	scaffold_3	181913	193193
EOG092656CM	scaffold_7	499892	510353
EOG09260XL0	scaffold_23	108359	120197
EOG09260T28	scaffold_11	280642	293116
EOG092630MJ	scaffold_3	49296	59898
EOG092647L7	scaffold_6	195985	206614
EOG09260SJV	scaffold_18	112472	125111
EOG092648U2	scaffold_8	213108	223746
EOG092648U2	scaffold_5	185035	195592
EOG0926112A	scaffold_8	158933	170405
EOG09262TO9	scaffold_3	668357	679634
EOG09264THP	scaffold_10	294098	304835
EOG09260MRU	scaffold_1	275442	287322
EOG09263BE5	scaffold_32	65269	75934
EOG09262XMN	scaffold_7	216391	227203
EOG09262JZK	scaffold_4	402973	413944
EOG092602FH	scaffold_3	651466	665407
EOG092602FH	scaffold_4	660660	672387
EOG09260931	scaffold_22	19883	32789
EOG09260931	scaffold_3	257785	270655
EOG09263HE6	scaffold_11	66767	77219
EOG09264YNR	scaffold_14	178237	188833
EOG09264YNR	scaffold_6	333437	366684
EOG09264YNR	scaffold_3	41402	51932
EOG09263KDI	scaffold_2	774864	785964
EOG09263MR4	scaffold_13	222778	233209
EOG09264DMU	scaffold_6	274839	285429
EOG09262GVX	scaffold_2	684818	696233
EOG09263FGN	scaffold_1	752116	762982
EOG09261PNZ	scaffold_11	33959	45131
EOG09260N2T	scaffold_2	387390	399372
EOG092602OP	scaffold_8	199154	212894
EOG09265AL8	scaffold_26	29595	40179
EOG09261727	scaffold_6	476124	488427
EOG09263XN3	scaffold_27	69325	79984
EOG09262HKC	scaffold_5	135125	145838
EOG092628HC	scaffold_2	140292	151023
EOG09263OQH	scaffold_8	185907	196953
EOG09263OQH	scaffold_30	65180	75803
EOG09265FI4	scaffold_5	261196	271528
EOG09262KXK	scaffold_4	626456	682620
EOG09262KXK	scaffold_2	511094	521984
EOG09262KXK	scaffold_30	35481	60187
EOG09260C5W	scaffold_11	368844	382599
EOG092643S6	scaffold_5	570435	580764
EOG09264J8E	scaffold_2	192910	203158
EOG09261O7R	scaffold_14	137214	147507
EOG09264CND	scaffold_7	552115	562573
EOG09264YIJ	scaffold_1	838349	848792
EOG09260FPA	scaffold_13	84540	97275
EOG09260TWS	scaffold_8	7099	19060
EOG09260TWS	scaffold_4	489235	501196
EOG09264331	scaffold_8	522877	533875
EOG09262MXH	scaffold_3	251731	262732
EOG09262YQG	scaffold_16	56869	67723
EOG09261IBJ	scaffold_11	147697	159274
EOG092654O3	scaffold_5	412328	422525
EOG09261RWU	scaffold_3	84417	95256
EOG09260GIX	scaffold_3	844081	855904
EOG092644N1	scaffold_8	490903	501301
EOG09263B7X	scaffold_5	220595	231431
EOG09262SMG	scaffold_4	170851	182143
EOG09264V51	scaffold_14	79453	89905
EOG09261RWJ	scaffold_8	374408	386027
EOG092624JL	scaffold_5	510909	522279
EOG09262G8Y	scaffold_4	380180	391259
EOG092628FW	scaffold_6	541296	552207
EOG092628FW	scaffold_18	119057	136583
EOG092628FW	scaffold_2	97038	107559
EOG092655M5	scaffold_7	255091	265444
EOG092640IZ	scaffold_14	8290	19060
EOG09262W7C	scaffold_2	522397	533383
EOG092635ST	scaffold_9	506126	517076
EOG09264MGU	scaffold_28	21747	31872
EOG09263HED	scaffold_8	369962	380912
EOG09263HED	scaffold_13	285546	296373
EOG09263HED	scaffold_25	82354	93187
EOG09261EAB	scaffold_29	63463	74734
EOG09261EAB	scaffold_13	268927	280243
EOG09261KZ6	scaffold_9	321459	332412
EOG09261KZ6	scaffold_10	188500	199375
EOG09264B74	scaffold_10	19644	31474
EOG09264X9R	scaffold_24	103644	114174
EOG092627XA	scaffold_7	463662	474882
EOG09261127	scaffold_4	327381	338883
EOG09261127	scaffold_3	763718	774512
EOG09261127	scaffold_20	5966	16736
EOG0926510L	scaffold_7	352381	362800
EOG09265BBJ	scaffold_5	188789	199082
EOG09262VPD	scaffold_8	447139	458155
EOG09261K9J	scaffold_7	410600	421892
EOG09262FE3	scaffold_2	318901	329299
EOG09262PPU	scaffold_9	266838	278277
EOG09261Y04	scaffold_16	81670	92875
EOG092621YU	scaffold_29	33084	44676
EOG09261LEU	scaffold_10	34185	45630
EOG09264RJ7	scaffold_2	510022	520306
EOG09264RJ7	scaffold_8	330308	340553
EOG09264RJ7	scaffold_1	464830	475072
EOG09263QH4	scaffold_15	138355	149053
EOG09263QH4	scaffold_1	766894	777547
EOG092644K0	scaffold_5	436805	447428
EOG09264IOS	scaffold_15	96055	106462
EOG09264RQY	scaffold_13	264075	274569
EOG09260Z5E	scaffold_1	589960	602209
EOG092643Y5	scaffold_4	278881	289507
EOG09263RW3	scaffold_33	50493	61287
EOG09263RW3	scaffold_8	173572	184129
EOG0926009O	scaffold_22	53705	66038
EOG09263ZBF	scaffold_13	17389	28171
EOG09261PUF	scaffold_4	153932	165212
EOG09261PUF	scaffold_8	239803	251098
EOG09261PUF	scaffold_3	193036	204331
EOG09261MMR	scaffold_2	418946	475442
EOG09261XAF	scaffold_15	39339	50403
EOG09261I0F	scaffold_6	408463	419815
EOG092652NQ	scaffold_15	40693	51205
EOG09265M8S	scaffold_11	192365	202700
EOG09261CQG	scaffold_10	372376	383596
EOG092603SM	scaffold_5	464070	475131
EOG092603SM	scaffold_19	95449	105910
EOG0926079Q	scaffold_20	45690	58719
EOG092606O3	scaffold_17	198495	210516
EOG09265KF9	scaffold_5	516376	526543
EOG09262CA4	scaffold_10	72804	83904
EOG09263LP3	scaffold_13	165405	176265
EOG092652ZZ	scaffold_1	710395	720817
EOG09262SWJ	scaffold_8	496471	507127
EOG09262IZO	scaffold_9	443519	454763
EOG09262IZO	scaffold_10	339023	350264
EOG09261AMX	scaffold_3	146035	157153
EOG09261AMX	scaffold_5	136755	147873
EOG09261AMX	scaffold_6	186808	248032
EOG09261Q5L	scaffold_7	382538	393875
EOG092611G7	scaffold_6	76329	88434
EOG09260TLW	scaffold_17	149075	161114
EOG092605KN	scaffold_16	133463	146291
EOG09261225	scaffold_28	85612	98608
EOG09261225	scaffold_4	716522	729518
EOG09264F1U	scaffold_3	800080	811048
EOG092606AD	scaffold_9	25910	36536
EOG09265BE5	scaffold_7	213221	223586
EOG09262FW1	scaffold_5	600140	611240
EOG09261ZJR	scaffold_4	178259	190172
EOG09261ZJR	scaffold_5	456648	467673
EOG09263EVJ	scaffold_3	339288	350040
EOG09265CFP	scaffold_26	66278	76571
EOG09263CAC	scaffold_16	59388	69609
EOG09263760	scaffold_1	104644	115183
EOG09263UAJ	scaffold_21	24657	35709
EOG09263UAJ	scaffold_5	402589	413515
EOG09265B95	scaffold_2	152962	163492
EOG092603EH	scaffold_2	141532	155839
EOG09260ETR	scaffold_6	268671	281640
EOG09261QXC	scaffold_1	930327	941757
EOG09261QXC	scaffold_19	136778	148208
EOG09264SET	scaffold_9	361736	372296
EOG09264SET	scaffold_1	295929	306306
EOG09264GMT	scaffold_2	206270	216983
EOG09261V2P	scaffold_3	8960	19769
EOG09260RVQ	scaffold_6	278696	290123
EOG09261JUE	scaffold_13	300456	311946
EOG09260PI1	scaffold_2	483747	494883
EOG092636T6	scaffold_2	464336	475547
EOG092636T6	scaffold_14	53493	64368
EOG092636T6	scaffold_8	344788	389402
EOG09264UD3	scaffold_5	392886	450719
EOG09264UD3	scaffold_4	386277	396507
EOG09263MIB	scaffold_2	423294	434118
EOG09263MIB	scaffold_41	0	9192
EOG092600T9	scaffold_28	60217	76375
EOG09261S0S	scaffold_5	703691	714203
EOG09261KHB	scaffold_8	253521	264912
EOG09261KHB	scaffold_15	214882	225940
EOG0926489S	scaffold_9	192692	203486
EOG09263U71	scaffold_19	49935	60747
EOG092612MY	scaffold_12	62094	74907
EOG09262PIH	scaffold_28	54825	65946
EOG09262PIH	scaffold_2	839169	887266
EOG09264KDO	scaffold_9	447574	458137
EOG092643JW	scaffold_9	365220	375522
EOG09261TEQ	scaffold_1	301359	354999
EOG09263WM5	scaffold_17	216685	228094
EOG09265HP0	scaffold_7	123850	134251
EOG09265HP0	scaffold_22	62552	72866
EOG09265HP0	scaffold_13	33961	44275
EOG09261QYO	scaffold_10	272247	284523
EOG09260RGH	scaffold_8	348890	360809
EOG09265G9U	scaffold_9	21836	32129
EOG092629WA	scaffold_6	66197	77573
EOG09264R0D	scaffold_1	444418	455167
EOG09264MN3	scaffold_1	826510	836917
EOG09261T98	scaffold_1	320628	331899
EOG09262CDO	scaffold_8	293058	304293
EOG092646WF	scaffold_6	522373	532933
EOG09261JR0	scaffold_2	91	11131
EOG09261NW2	scaffold_1	699190	711226
EOG09263GIG	scaffold_3	737918	749303
EOG092643VB	scaffold_4	105262	115915
EOG09261EM7	scaffold_10	289188	300105
EOG09261EM7	scaffold_6	584165	595187
EOG09261EM7	scaffold_12	117586	128515
EOG092602BZ	scaffold_5	680385	695193
EOG092639H5	scaffold_6	209478	220566
EOG09263C4C	scaffold_13	16285	26755
EOG092624UF	scaffold_8	424717	436195
EOG09262WXK	scaffold_12	326378	337316
EOG09264C3N	scaffold_7	421612	432352
EOG09260H6E	scaffold_2	431210	442850
EOG09261KRX	scaffold_22	116513	127190
EOG09261KRX	scaffold_13	93911	104429
EOG09261MOX	scaffold_9	504160	514921
EOG09261T74	scaffold_15	214723	226075
EOG09261T74	scaffold_22	40103	51212
EOG09261T74	scaffold_8	253638	264690
EOG092626HU	scaffold_7	345883	357244
EOG09261XGL	scaffold_13	112967	124298
EOG09261XGL	scaffold_21	15446	26600
EOG09260Z3X	scaffold_4	377762	389270
EOG092656RK	scaffold_1	300332	310781
EOG09265FTN	scaffold_9	289568	299855
EOG09264HU0	scaffold_30	61730	72659
EOG09264ABT	scaffold_3	105053	115574
EOG09261J0P	scaffold_20	25235	36806
EOG09264BWL	scaffold_18	45240	55548
EOG092615SM	scaffold_4	596493	608829
EOG09263IMF	scaffold_2	779660	790115
EOG09265PQX	scaffold_16	19210	29392
EOG092608ZS	scaffold_2	103914	115167
EOG092608ZS	scaffold_18	24518	35702
EOG09260BZ0	scaffold_10	262234	274471
EOG09262P1W	scaffold_28	23345	34640
EOG09264398	scaffold_9	484446	495207
EOG092620E4	scaffold_18	172444	183829
EOG092620E4	scaffold_8	530674	542032
EOG09260KM4	scaffold_2	459880	471130
EOG09260KM4	scaffold_7	186792	198030
EOG09263WZ2	scaffold_6	527063	537962
EOG092624KK	scaffold_1	98146	109288
EOG09264O9F	scaffold_2	45022	55522
EOG09261IFQ	scaffold_29	44053	55807
EOG09260EAZ	scaffold_1	17397	30033
EOG09260M87	scaffold_18	153766	165844
EOG09263A3Y	scaffold_7	341772	353190
EOG09265L8N	scaffold_13	313350	323598
EOG09265L8N	scaffold_15	243993	254220
EOG09263S2P	scaffold_7	246743	257252
EOG09264BIX	scaffold_30	22258	32824
EOG0926131E	scaffold_1	665166	676044
EOG09260CMZ	scaffold_5	217499	230198
EOG09262I0R	scaffold_10	281478	292521
EOG0926386D	scaffold_9	328337	339245
EOG0926386D	scaffold_10	191196	202104
EOG09261OIA	scaffold_1	240617	252461
EOG09261OIF	scaffold_27	56666	68039
EOG09261OIF	scaffold_8	526644	537762
EOG09264DY4	scaffold_19	129996	140301
EOG092652KR	scaffold_16	215886	226356
EOG092618M2	scaffold_3	262158	272931
EOG09260QNB	scaffold_6	412309	424441
EOG092617RY	scaffold_2	803445	814890
EOG09264903	scaffold_5	508740	519372
EOG09264904	scaffold_8	310490	321116
EOG09265BWR	scaffold_7	424188	434981
EOG09265BWR	scaffold_26	88957	99729
EOG09263LNF	scaffold_1	194776	205894
EOG09263SFX	scaffold_3	280581	291312
EOG092656IY	scaffold_9	47562	57801
EOG09264ZQC	scaffold_4	781041	791382
EOG092629RT	scaffold_9	398255	409436
EOG09262M2J	scaffold_2	634269	645210
EOG09261EMF	scaffold_4	147855	159060
EOG092613UB	scaffold_2	607660	618901
EOG092613UB	scaffold_28	43813	54856
EOG09262K67	scaffold_6	607394	617885
EOG09264OBO	scaffold_21	6267	16335
EOG09263817	scaffold_16	92556	102861
EOG092617RN	scaffold_4	802497	814308
EOG092617RN	scaffold_6	145410	157221
EOG092617RN	scaffold_13	65237	76967
EOG09262IZ6	scaffold_5	694363	705292
EOG09260VCG	scaffold_3	68714	79205
EOG09263F11	scaffold_1	242740	253039
EOG09260DFJ	scaffold_14	23995	36646
EOG09262Z14	scaffold_5	501220	512377
EOG09260DFH	scaffold_1	94330	107374
EOG092621F2	scaffold_18	18863	30443
EOG09263HK2	scaffold_24	27949	38992
EOG092602UY	scaffold_4	161060	176111
EOG09264S40	scaffold_10	297999	308478
EOG09262CMP	scaffold_13	232454	243395
EOG09263XVS	scaffold_11	85264	95602
EOG09262O0R	scaffold_18	1809	12786
EOG09260B65	scaffold_7	43192	56155
EOG09260UA2	scaffold_8	338772	350061
EOG092600SK	scaffold_16	270119	284639
EOG09264RJL	scaffold_23	125194	135445
EOG09264RBX	scaffold_6	555317	565961
EOG092619MJ	scaffold_4	123931	135748
EOG09260LVD	scaffold_2	271871	282119
EOG092614DJ	scaffold_3	399584	410999
EOG0926400M	scaffold_12	169407	180129
EOG092600SD	scaffold_8	269825	284828
EOG09260OZU	scaffold_2	751533	762582
EOG09263NE7	scaffold_9	417662	428720
EOG09263NE7	scaffold_10	287455	298513
EOG09262387	scaffold_19	51640	62890
EOG092628LW	scaffold_1	396729	407223
EOG0926477X	scaffold_3	340389	351021
EOG0926051U	scaffold_11	202730	217925
EOG09260THV	scaffold_5	487131	498033
EOG09264G1I	scaffold_20	167572	178438
EOG09264CP8	scaffold_3	142077	152667
EOG0926213Z	scaffold_6	373010	385460
EOG092638RC	scaffold_18	32332	43366
EOG09260A6Q	scaffold_15	60211	73366
EOG09262VVF	scaffold_7	169961	181265
EOG092653O3	scaffold_6	108665	119144
EOG09263690	scaffold_1	530144	541496
EOG092610TN	scaffold_1	600676	612412
EOG0926213Q	scaffold_4	423509	434453
EOG09264P3R	scaffold_3	713390	724016
EOG09264P3R	scaffold_5	422184	432810
EOG09261W2O	scaffold_6	131970	143313
EOG09264U81	scaffold_7	326655	337155
EOG09261IOS	scaffold_9	84423	133170
EOG09261IOS	scaffold_7	122035	252856
EOG09261IOS	scaffold_16	74423	128796
EOG09262WSH	scaffold_9	445127	456158
EOG09260V8Q	scaffold_24	88320	111578
EOG09260V8Q	scaffold_2	682728	693711
EOG09260V8Q	scaffold_13	74111	84809
EOG09263YFX	scaffold_14	113950	124864
EOG09264D7Y	scaffold_4	639452	650120
EOG0926315C	scaffold_9	420073	430705
EOG0926146A	scaffold_21	99035	110948
EOG09265040	scaffold_7	566914	577138
EOG09265BAK	scaffold_13	282341	292541
EOG092604KQ	scaffold_9	438930	452928
EOG09264HHW	scaffold_5	693560	704069
EOG09264HHW	scaffold_13	216139	226648
EOG09264HHW	scaffold_21	111270	121764
EOG09262UB3	scaffold_6	432141	443301
EOG09263X22	scaffold_22	127946	138785
EOG09261S7X	scaffold_30	63212	74207
EOG09261V87	scaffold_32	63489	74805
EOG092608C4	scaffold_5	190907	204710
EOG09263CGP	scaffold_2	298807	309532
EOG09261UWT	scaffold_32	56800	67636
EOG092608T8	scaffold_2	811269	823659
EOG09262A6N	scaffold_9	308665	319675
EOG09262A6N	scaffold_8	344653	389339
EOG09262A6N	scaffold_16	208968	258673
EOG0926484N	scaffold_15	268173	278685
EOG09265KPR	scaffold_7	146470	156709
EOG09260T4S	scaffold_3	709888	721636
EOG092653LT	scaffold_3	86374	96577
EOG09260KDB	scaffold_7	131166	143868
EOG092600S9	scaffold_8	0	12501
EOG09260JT9	scaffold_5	666916	679120
EOG09260JT9	scaffold_3	295746	307623
EOG09260JT9	scaffold_8	388494	400104
EOG09264OYZ	scaffold_1	21897	32346
EOG09264WF4	scaffold_23	75357	86301
EOG09260VTA	scaffold_12	240236	252020
EOG09260VTN	scaffold_7	63917	74918
EOG09260VTN	scaffold_30	0	9320
EOG09260VTN	scaffold_4	702401	713951
EOG09261ZI1	scaffold_25	53174	64151
EOG09264PE5	scaffold_3	479854	490441
EOG09261W90	scaffold_8	58721	69740
EOG092648XW	scaffold_3	246630	257382
EOG09263CAH	scaffold_15	29888	40736
EOG09265E6R	scaffold_11	267071	277451
EOG09261XNJ	scaffold_28	14007	25560
EOG09261XNJ	scaffold_15	123087	134571
EOG09261XNJ	scaffold_11	210588	222027
EOG09260FMW	scaffold_18	108838	121534
EOG09263ULA	scaffold_7	517507	528541
EOG09262PMC	scaffold_2	381125	394466
EOG09263E49	scaffold_21	61030	72190
EOG09263E49	scaffold_6	381022	416693
EOG09263E49	scaffold_2	661033	671890
EOG09260NXJ	scaffold_11	361389	373863
EOG09260XSR	scaffold_32	59022	69705
EOG09264PMA	scaffold_24	11664	22089
EOG092606WZ	scaffold_6	68965	82666
EOG09264GQZ	scaffold_6	157048	167776
EOG09260NXC	scaffold_2	224907	236676
EOG09262X8R	scaffold_7	480671	491567
EOG09261ICI	scaffold_16	98235	109404
EOG092631MU	scaffold_7	277978	289006
EOG09264VC6	scaffold_12	246619	256924
EOG092652Y6	scaffold_2	755051	765368
EOG0926420U	scaffold_5	281330	291569
EOG092631ML	scaffold_32	13100	23924
EOG09262M0W	scaffold_9	381762	392571
EOG09260EE7	scaffold_31	44056	56881
EOG09260EE7	scaffold_16	209277	258700
EOG09263QUM	scaffold_2	716186	726815
EOG092605QM	scaffold_4	222460	237343
EOG09263QB7	scaffold_21	18818	29633
EOG09262739	scaffold_38	0	9958
EOG09262739	scaffold_1	975145	986248
EOG09262VQQ	scaffold_7	437792	448886
EOG09262VQQ	scaffold_26	90858	101778
EOG09262VQQ	scaffold_3	608810	619766
EOG0926073O	scaffold_6	357309	370767
EOG09263CUQ	scaffold_1	697105	707425
EOG092640PR	scaffold_5	450534	460920
EOG09263KB4	scaffold_12	162911	173618
EOG09263LR1	scaffold_6	385219	396067
EOG09263LR1	scaffold_10	235440	246093
EOG09260PJ9	scaffold_4	460115	472013
EOG09263QPR	scaffold_4	9296	19730
EOG0926092K	scaffold_22	83861	96872
EOG0926092K	scaffold_5	131644	143881
EOG0926092K	scaffold_3	415954	428242
EOG09265FGA	scaffold_23	5084	15482
EOG09265FGA	scaffold_11	17539	27979
EOG09265FGA	scaffold_15	111775	122158
EOG09263720	scaffold_3	841822	852691
EOG0926310O	scaffold_8	320976	331728
EOG0926310O	scaffold_2	687371	697949
EOG0926310O	scaffold_14	191882	202394
EOG092625AX	scaffold_3	238971	249597
EOG0926423H	scaffold_22	114536	125384
EOG09264ZWF	scaffold_9	386284	396766
EOG09260YMF	scaffold_11	28494	40086
EOG09260YMF	scaffold_2	815235	826644
EOG09260YMF	scaffold_10	289062	300057
EOG09264VZ7	scaffold_9	86463	96933
EOG09262JRP	scaffold_3	522036	533343
EOG09260WCZ	scaffold_4	444742	456703
EOG092605OK	scaffold_1	910403	925382
EOG092605OK	scaffold_28	5045	19355
EOG09262N3C	scaffold_18	210850	221896
EOG09262TEV	scaffold_2	379363	389998
EOG09260XMI	scaffold_10	177789	189672
EOG092633QB	scaffold_7	78195	88950
EOG09264BOA	scaffold_28	33808	44314
EOG09263S1E	scaffold_21	122002	132577
EOG092607OQ	scaffold_2	162395	176285
EOG09265D7J	scaffold_3	40739	51035
EOG09262GLP	scaffold_8	12803	22967
EOG09261ZFN	scaffold_3	690811	702100
EOG09261ZFN	scaffold_2	24312	34983
EOG092634G9	scaffold_8	483431	493853
EOG092654RM	scaffold_5	642341	652616
EOG09263MGE	scaffold_16	93515	104366
EOG09263EBB	scaffold_33	49249	60142
EOG09264X41	scaffold_14	129716	140210
EOG09264R4M	scaffold_2	624224	634802
EOG092631QQ	scaffold_9	296460	307209
EOG09263HD8	scaffold_2	717979	728842
EOG09262KUJ	scaffold_3	621277	632191
EOG09262KUJ	scaffold_8	344635	389240
EOG09262KUJ	scaffold_28	17451	28455
EOG092612CC	scaffold_20	149290	160072
EOG09264UJF	scaffold_4	568692	579090
EOG09264T3S	scaffold_32	69648	80043
EOG092609O9	scaffold_7	413714	427439
EOG092609O9	scaffold_5	546033	557247
EOG09264ENO	scaffold_8	51965	83300
EOG09263TQ5	scaffold_8	77867	88694
EOG0926074Y	scaffold_28	17400	31005
EOG09263L00	scaffold_14	64143	74586
EOG09263L00	scaffold_13	157324	167899
EOG09263L00	scaffold_1	287745	298026
EOG092605VL	scaffold_6	255476	268568
EOG09262E4Q	scaffold_4	633893	645044
EOG09262E4Q	scaffold_28	43792	54880
EOG09262E4Q	scaffold_11	259937	271028
EOG09265DVA	scaffold_5	738361	748771
EOG09262E4T	scaffold_4	646239	657030
EOG09262YP5	scaffold_4	752716	763534
EOG09264UVA	scaffold_5	166262	176795
EOG09262914	scaffold_1	832197	843237
EOG09262914	scaffold_11	242291	253400
EOG092621S9	scaffold_10	374133	385497
EOG092605VU	scaffold_12	276209	289112
EOG09262528	scaffold_2	359674	370936
EOG09262HA6	scaffold_10	31807	42907
EOG092613QA	scaffold_17	152699	163523
EOG09262OLP	scaffold_5	288216	298833
EOG09265I7S	scaffold_16	90223	100459
EOG0926505R	scaffold_6	243271	253621
EOG0926347W	scaffold_7	503941	515047
EOG0926347W	scaffold_4	665667	676689
EOG09262H34	scaffold_29	24208	35635
EOG09260DBG	scaffold_2	603366	616203
EOG09260JPV	scaffold_7	289299	300735
EOG09260JPV	scaffold_11	31370	42563
EOG09260JPV	scaffold_13	65840	76964
EOG092644O2	scaffold_3	301916	312587
EOG09261B18	scaffold_4	592635	604761
EOG09261VI3	scaffold_3	502174	513670
EOG09264XVU	scaffold_4	227474	238115
EOG09262Z2S	scaffold_8	221124	232200
EOG09262Q6S	scaffold_2	97002	107901
EOG09262Q6S	scaffold_18	119057	129743
EOG09260H81	scaffold_6	16274	28325
