scaffold_13_1 200 1864

scaffold_13_2 200 219
scaffold_13_2 278 1901

scaffold_15_1 200 943

scaffold_15_2 200 1639

scaffold_15_3 200 1279

scaffold_15_4 200 2488

scaffold_15_5 200 213
scaffold_15_5 616 4843

scaffold_15_6 200 1219

scaffold_13_3 200 1273

scaffold_29_1 200 1396

scaffold_13_4 200 4375

scaffold_13_5 200 985

scaffold_13_6 200 4225

scaffold_13_7 200 817

scaffold_13_8 200 1723

scaffold_13_9 200 2503

scaffold_11_1 200 1039

scaffold_17_1 200 1660

scaffold_11_2 200 1636

scaffold_10_1 200 1363

scaffold_11_3 200 2236

scaffold_11_4 200 1696

scaffold_11_5 200 2137

scaffold_6_1 200 1078

scaffold_10_2 200 1099

scaffold_11_6 200 865

scaffold_11_7 200 1924

scaffold_10_3 200 1087

scaffold_5_1 200 772

scaffold_5_2 200 256
scaffold_5_2 315 1127

scaffold_1_1 200 2380

scaffold_1_2 200 1066

scaffold_1_3 200 3157

scaffold_1_4 200 2059

scaffold_1_5 200 4297

scaffold_1_6 200 5194

scaffold_5_3 200 3253

scaffold_5_4 200 2377

scaffold_5_5 200 5161

scaffold_5_6 200 3307

scaffold_5_7 200 1279

scaffold_5_8 200 2617

scaffold_5_9 200 1579

scaffold_5_10 200 1066

scaffold_10_4 200 841

scaffold_6_2 200 2548

scaffold_29_2 200 2401

scaffold_18_1 200 2842

scaffold_18_2 200 2275

scaffold_1_7 200 1006

scaffold_1_8 200 898

scaffold_1_9 200 976

scaffold_1_10 200 1237

scaffold_1_11 200 1252

scaffold_1_12 200 1609

scaffold_1_13 200 2602

scaffold_1_14 200 1387

scaffold_1_15 200 1579

scaffold_1_16 200 1648

scaffold_16_1 200 1651

scaffold_10_5 200 2068

scaffold_3_1 200 1822

scaffold_3_2 200 3751

scaffold_3_3 200 1021

scaffold_3_4 200 745

scaffold_3_5 200 202
scaffold_3_5 249 1409

scaffold_3_6 200 2764

scaffold_3_7 200 1720

scaffold_3_8 200 1954

scaffold_3_9 200 216
scaffold_3_9 317 1658

scaffold_3_10 200 826

scaffold_6_3 200 2320

scaffold_2_1 200 1243

scaffold_6_4 200 728
scaffold_6_4 805 815

scaffold_6_5 200 202
scaffold_6_5 1006 1522
scaffold_6_5 1589 2139

scaffold_6_6 200 1984

scaffold_6_7 200 2719

scaffold_9_1 200 2269

scaffold_9_2 200 1435

scaffold_9_3 200 1000

scaffold_9_4 200 2371

scaffold_9_5 200 1342

scaffold_9_6 200 769

scaffold_9_7 200 1051

scaffold_9_8 200 3148

scaffold_9_9 200 2086

scaffold_9_10 200 1567

scaffold_16_2 200 661

scaffold_24_1 200 922

scaffold_24_2 200 1090

scaffold_2_2 200 667

scaffold_25_1 200 1321

scaffold_25_2 200 1429

scaffold_25_3 200 4585

scaffold_11_8 200 5509

scaffold_6_8 200 3916

scaffold_2_3 200 1735

scaffold_17_2 200 1009

scaffold_2_4 200 4012

scaffold_2_5 200 2425

scaffold_2_6 200 2047

scaffold_2_7 200 1741

scaffold_2_8 200 1303

scaffold_2_9 200 2062

scaffold_29_3 200 1105

scaffold_2_10 200 1483

scaffold_2_11 200 736
scaffold_2_11 1010 1432

scaffold_2_12 200 2668

scaffold_2_13 200 4003

scaffold_29_4 200 1756

scaffold_16_3 200 1027

scaffold_5_11 200 4555

scaffold_5_12 200 887
scaffold_5_12 1253 1285
scaffold_5_12 1336 1403

scaffold_15_7 200 2213
scaffold_15_7 2260 2294

scaffold_5_13 200 1225

scaffold_5_14 200 2779

scaffold_5_15 200 1498

scaffold_5_16 200 225
scaffold_5_16 299 926

scaffold_5_17 200 2323

scaffold_5_18 200 2971

scaffold_5_19 200 1741

scaffold_4_1 200 2338

scaffold_24_3 200 2413

scaffold_16_4 200 673

scaffold_30_1 200 5110

scaffold_11_9 200 1351

scaffold_4_2 200 737
scaffold_4_2 783 3349

scaffold_4_3 200 811

scaffold_4_4 200 976

scaffold_4_5 200 1540

scaffold_4_6 200 721

scaffold_4_7 200 1000

scaffold_4_8 200 2566

scaffold_4_9 200 5587

scaffold_23_1 200 958

scaffold_16_5 200 2590

scaffold_4_10 200 1504

scaffold_4_11 200 1567

scaffold_23_2 200 1567

scaffold_1_17 200 1405

scaffold_17_3 200 3295

scaffold_17_4 200 2479

scaffold_1_18 200 410
scaffold_1_18 1001 1416

scaffold_21_1 200 1699

scaffold_23_3 200 1660

scaffold_26_1 200 1258

scaffold_17_5 200 2455

scaffold_16_6 200 287
scaffold_16_6 355 671

scaffold_9_11 200 889

scaffold_17_6 200 3400

scaffold_9_12 200 826

scaffold_16_7 200 1744

scaffold_4_12 200 2128

scaffold_6_9 200 1153

scaffold_9_13 200 2101

scaffold_6_10 200 2209

scaffold_9_14 200 2125

scaffold_9_15 200 601

scaffold_32_1 200 2114
scaffold_32_1 3102 4741

scaffold_9_16 200 640

scaffold_17_7 200 901

scaffold_9_17 200 1084

scaffold_16_8 200 2971

scaffold_9_18 200 3235

scaffold_6_11 200 6865

scaffold_2_14 200 5389

scaffold_1_19 200 1078

scaffold_1_20 200 640

scaffold_1_21 200 862

scaffold_1_22 200 2332

scaffold_1_23 200 1489

scaffold_1_24 200 2845

scaffold_1_25 200 1471

scaffold_1_26 200 1528

scaffold_1_27 200 2782

scaffold_1_28 200 1123

scaffold_12_1 200 1069

scaffold_5_20 200 1228

scaffold_21_2 200 712

scaffold_5_21 200 1621

scaffold_5_22 200 754

scaffold_5_23 200 2356

scaffold_5_24 200 2323

scaffold_5_25 200 1402

scaffold_5_26 200 1630

scaffold_5_27 200 2539

scaffold_5_28 200 958

scaffold_1_29 200 841

scaffold_1_30 200 1471

scaffold_1_31 200 922

scaffold_1_32 200 709

scaffold_1_33 200 212
scaffold_1_33 623 1038

scaffold_1_34 200 754

scaffold_1_35 200 565

scaffold_1_36 200 868

scaffold_7_1 200 1417

scaffold_7_2 200 1591

scaffold_1_37 200 745

scaffold_1_38 200 1501

scaffold_7_3 200 1174

scaffold_7_4 200 796

scaffold_7_5 200 2518

scaffold_7_6 200 2083

scaffold_12_2 200 1333

scaffold_2_15 200 763

scaffold_2_16 200 226
scaffold_2_16 326 1159

scaffold_6_12 200 1396

scaffold_16_9 200 1150

scaffold_15_8 200 1222

scaffold_16_10 200 2482

scaffold_15_9 200 1693

scaffold_16_11 200 1264

scaffold_2_17 200 5038

scaffold_2_18 200 1330

scaffold_2_19 200 4120

scaffold_2_20 200 736

scaffold_2_21 200 2632

scaffold_2_22 200 1528

scaffold_2_23 200 679

scaffold_2_24 200 1597

scaffold_6_13 200 940

scaffold_18_3 200 3553

scaffold_8_1 200 1072

scaffold_8_2 200 4564

scaffold_8_3 200 913

scaffold_4_13 200 739

scaffold_8_4 200 2476

scaffold_18_4 200 1900

scaffold_6_14 200 1684

scaffold_7_7 200 2959

scaffold_6_15 200 2757
scaffold_6_15 3020 3029

scaffold_4_14 200 4564

scaffold_6_16 200 1963

scaffold_18_5 200 2206

scaffold_6_17 200 1477

scaffold_7_8 200 616

scaffold_19_1 200 2188

scaffold_18_6 200 3019

scaffold_18_7 200 2155

scaffold_8_5 200 1483

scaffold_18_8 200 6901

scaffold_23_4 200 1510

scaffold_23_5 200 2029

scaffold_23_6 200 1930

scaffold_23_7 200 544

scaffold_9_19 200 1051

scaffold_9_20 200 1609

scaffold_21_3 200 1693

scaffold_21_4 200 3289

scaffold_21_5 200 2698

scaffold_21_6 200 1711

scaffold_21_7 200 1735

scaffold_21_8 200 3754

scaffold_21_9 200 1495

scaffold_21_10 200 1120

scaffold_21_11 200 1546

scaffold_21_12 200 2458

scaffold_3_11 200 1600

scaffold_3_12 200 5728

scaffold_3_13 200 934

scaffold_3_14 200 1453

scaffold_3_15 200 499

scaffold_3_16 200 2596

scaffold_3_17 200 2257

scaffold_3_18 200 3208

scaffold_4_15 200 1720

scaffold_4_16 200 431
scaffold_4_16 564 1534

scaffold_4_17 200 2257

scaffold_4_18 200 6010

scaffold_4_19 200 2308

scaffold_4_20 200 943

scaffold_3_19 200 1603

scaffold_3_20 200 1873

scaffold_7_9 200 1804

scaffold_12_3 200 1585

scaffold_7_10 200 1216

scaffold_12_4 200 1516

scaffold_8_6 200 2572

scaffold_8_7 200 4378

scaffold_8_8 200 2149

scaffold_8_9 200 1753

scaffold_8_10 200 2683

scaffold_8_11 200 5857

scaffold_8_12 200 1213

scaffold_8_13 200 1513

scaffold_8_14 200 979

scaffold_11_10 200 841

scaffold_32_2 200 1396

scaffold_3_21 200 1588

scaffold_3_22 200 769

scaffold_3_23 200 1324

scaffold_3_24 200 901

scaffold_3_25 200 3502

scaffold_3_26 200 210
scaffold_3_26 282 2013

scaffold_3_27 200 3886

scaffold_3_28 200 565

scaffold_2_25 200 3304

scaffold_3_29 200 1903

scaffold_3_30 200 673

scaffold_11_11 200 457

scaffold_8_15 200 3073

scaffold_11_12 200 1498

scaffold_6_18 200 3106

scaffold_14_1 200 1357

scaffold_11_13 200 1426

scaffold_2_26 200 3785
scaffold_2_26 3829 3869

scaffold_8_16 200 1123

scaffold_14_2 200 1737
scaffold_14_2 2963 2972

scaffold_38_1 200 1555

scaffold_8_17 200 2854

scaffold_14_3 200 895

scaffold_6_19 200 3097

scaffold_12_5 200 3862

scaffold_2_27 200 1627

scaffold_14_4 200 7330

scaffold_12_6 200 451

scaffold_10_6 200 2101

scaffold_12_7 200 2866

scaffold_14_5 200 3244

scaffold_6_20 200 1171

scaffold_6_21 200 1654

scaffold_11_14 200 790

scaffold_12_8 200 1156

scaffold_2_28 200 1925
scaffold_2_28 2262 3304

scaffold_12_9 200 952

scaffold_15_10 200 4954

scaffold_6_22 200 1228

scaffold_16_12 200 4414

scaffold_12_10 200 922

scaffold_6_23 200 868

scaffold_6_24 200 1369
scaffold_6_24 1739 4978

scaffold_12_11 200 1222

scaffold_6_25 200 1360

scaffold_10_7 200 4873

scaffold_6_26 200 1054

scaffold_12_12 200 2338

scaffold_16_13 200 441
scaffold_16_13 525 690

scaffold_12_13 200 1717

scaffold_6_27 200 2089

scaffold_6_28 200 1714

scaffold_24_4 200 2932

scaffold_8_18 200 3085

scaffold_6_29 200 661

scaffold_10_8 200 3190

scaffold_10_9 200 2344

scaffold_17_8 200 2629

scaffold_15_11 200 1114

scaffold_15_12 200 1663

scaffold_15_13 200 1981

scaffold_15_14 200 1630

scaffold_15_15 200 2200

scaffold_23_8 200 1279

scaffold_23_9 200 628

scaffold_23_10 200 2827

scaffold_2_29 200 1363

scaffold_5_29 200 1780

scaffold_5_30 200 667

scaffold_5_31 200 1453

scaffold_5_32 200 3451

scaffold_5_33 200 1225

scaffold_5_34 200 1330

scaffold_5_35 200 2050

scaffold_5_36 200 1579

scaffold_5_37 200 811

scaffold_5_38 200 589

scaffold_7_11 200 952

scaffold_7_12 200 1963

scaffold_7_13 200 2353

scaffold_7_14 200 1141

scaffold_7_15 200 2845

scaffold_7_16 200 1378

scaffold_7_17 200 1141

scaffold_7_18 200 1036

scaffold_7_19 200 1279

scaffold_7_20 200 661

scaffold_28_1 200 2032

scaffold_25_4 200 220
scaffold_25_4 287 604

scaffold_18_9 200 2785

scaffold_17_9 200 907

scaffold_1_39 200 1969

scaffold_1_40 200 2569

scaffold_25_5 200 799

scaffold_1_41 200 1141

scaffold_1_42 200 2023

scaffold_1_43 200 364
scaffold_1_43 488 2419

scaffold_1_44 200 520

scaffold_1_45 200 2509

scaffold_1_46 200 562

scaffold_1_47 200 2401

scaffold_1_48 200 224
scaffold_1_48 280 1730

scaffold_6_30 200 1081

scaffold_3_31 200 523

scaffold_3_32 200 3421

scaffold_19_2 200 220
scaffold_19_2 652 707
scaffold_19_2 1074 1617

scaffold_10_10 200 247
scaffold_10_10 367 1167

scaffold_3_33 200 862

scaffold_3_34 200 787

scaffold_3_35 200 1432

scaffold_3_36 200 2983

scaffold_3_37 200 622

scaffold_3_38 200 826

scaffold_3_39 200 1489

scaffold_3_40 200 1207

scaffold_6_31 200 1045

scaffold_6_32 200 1837

scaffold_6_33 200 1963

scaffold_10_11 200 1864

scaffold_6_34 200 1123

scaffold_6_35 200 1636

scaffold_6_36 200 2833

scaffold_6_37 200 3532

scaffold_12_14 200 2008

scaffold_4_21 200 1183

scaffold_6_38 200 2467

scaffold_6_39 200 1846

scaffold_12_15 200 754

scaffold_17_10 200 1927

scaffold_12_16 200 2378
scaffold_12_16 2423 2511
scaffold_12_16 2555 3119

